enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
21678,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,154,0.0
22242,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,>4,56,1.0
11978,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,10,1,90,1.0
16730,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,>4,62,0.0
10785,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,56,1.0
5223,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,136,0.0
891,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,never,26,0.0
18297,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,>4,56,1.0
3801,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,>4,69,0.0
25,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,126,0.0
30325,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,Other,3,never,32,0.0
10533,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3,11,0.0
12746,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,99,0.0
19578,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,1,1,2,0.0
1579,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,102,0.0
9210,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,21,0.0
19613,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4,76,0.0
27273,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,104,0.0
30062,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,15,3,33,0.0
1900,city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,14,never,70,0.0
30425,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,19,1,108,0.0
21357,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,never,30,1.0
27477,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,75,0.0
24713,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,3,43,0.0
6676,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,4,0.0
27948,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,7,0.0
27666,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,45,0.0
2910,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,3,72,0.0
6047,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,2,76,0.0
31647,city_78,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,2,28,0.0
7694,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,39,0.0
24752,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,6,1.0
23944,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1,18,0.0
7878,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,never,90,0.0
23897,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,10,1,10,0.0
11873,city_46,0.762,Male,No relevent experience,no_enrollment,Phd,STEM,14,never,188,0.0
31080,city_10,0.895,Male,Has relevent experience,Full time course,Graduate,STEM,9,2,10,1.0
325,city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,10,never,29,0.0
316,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,3,never,56,1.0
25874,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,16,2,13,0.0
13069,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,9,4,117,0.0
13260,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,18,0.0
27680,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,188,0.0
23312,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,52,1.0
10148,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,4,74,0.0
27992,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,22,1.0
27256,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,1,12,0.0
1259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,>4,35,0.0
13262,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,never,104,0.0
25662,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,113,0.0
10385,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,16,0.0
11157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,110,0.0
1287,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,6,0.0
7940,city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,86,0.0
26124,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,4,0.0
7083,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,157,0.0
27911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,168,0.0
11255,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,29,0.0
30528,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,1,31,0.0
25988,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,>4,7,0.0
24409,city_40,0.7759999999999999,Female,No relevent experience,no_enrollment,Masters,STEM,1,1,49,1.0
17051,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,34,1.0
12518,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,81,0.0
9882,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,35,0.0
5214,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,1,45,0.0
17260,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,>4,70,0.0
33333,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,1,20,0.0
23522,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,4,130,0.0
26369,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,32,1.0
11775,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,94,0.0
26774,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,45,0.0
3166,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,36,0.0
10361,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,never,172,0.0
838,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,11,>4,91,0.0
25772,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,Arts,1,1,62,1.0
2831,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,304,1.0
29751,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,>4,168,0.0
13692,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,79,0.0
25674,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4,14,0.0
30210,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,2,149,0.0
31160,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,13,1.0
11375,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,50,0.0
17135,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,1,37,0.0
25040,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,2,13,1.0
5071,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,17,1,77,0.0
12418,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,55,0.0
26371,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3,136,1.0
16235,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,11,1,26,0.0
2981,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,17,>4,26,0.0
13179,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,122,0.0
32628,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,87,1.0
22454,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,23,1.0
773,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,15,1,37,0.0
22821,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3,37,0.0
32991,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,47,0.0
33296,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,10,1,39,0.0
14559,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,2,2,10,0.0
9632,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,8,1,3,0.0
31817,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,16,3,53,0.0
22419,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,>4,29,1.0
16647,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,2,55,0.0
26772,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,22,0.0
3895,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,54,0.0
6229,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,1,1,139,1.0
11298,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,6,1,118,0.0
25813,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1,31,0.0
4662,city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,18,1,149,0.0
16581,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,14,0.0
7658,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,80,0.0
20488,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,43,0.0
24620,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1,86,1.0
12753,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,44,0.0
30069,city_102,0.804,Male,No relevent experience,Part time course,Masters,STEM,7,>4,139,1.0
27755,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,3,1,15,1.0
29179,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,286,0.0
17411,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Other,6,1,106,1.0
2632,city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,>4,98,0.0
6571,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,47,0.0
31885,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,15,>4,86,0.0
8928,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,2,110,0.0
19185,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,4,28,1.0
14313,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,134,1.0
19106,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,68,0.0
21895,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,1,113,0.0
4094,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,54,0.0
16976,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,3,2,28,0.0
23939,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,4,46,0.0
31864,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,never,63,0.0
2261,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,17,0.0
26945,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,8,1,41,0.0
606,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,10,0.0
23645,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,2,58,0.0
15387,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,1,113,0.0
29905,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,12,>4,35,0.0
23482,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,56,0.0
29523,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,1,67,0.0
25765,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,17,4,34,1.0
22434,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,never,58,1.0
32858,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1,178,0.0
29315,city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,5,1,78,0.0
23898,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,2,128,0.0
18729,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2,45,0.0
23717,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,never,72,0.0
26707,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,6,1,54,0.0
7664,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,17,0.0
8621,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,>4,46,0.0
19573,city_93,0.865,Male,Has relevent experience,Full time course,Graduate,STEM,11,2,20,1.0
272,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,2,30,0.0
1793,city_157,0.769,Male,Has relevent experience,Part time course,Graduate,STEM,5,1,11,0.0
11254,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,1,74,1.0
13802,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,28,0.0
16450,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,50,0.0
9769,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,5,2,82,0.0
23695,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,never,22,0.0
26685,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1,8,0.0
2647,city_176,0.764,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1,62,0.0
27807,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,77,1.0
28566,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,2,180,0.0
27656,city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,>4,200,0.0
32753,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,1,49,0.0
15845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,1,33,0.0
6584,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,never,44,0.0
21612,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,38,0.0
27007,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1,13,1.0
27070,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,15,0.0
32053,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,80,1.0
2856,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,108,0.0
10520,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,61,0.0
2203,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,4,4,50,1.0
13890,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,>4,50,0.0
11336,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,138,0.0
3332,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,109,0.0
9946,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,112,0.0
19736,city_28,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,2,144,0.0
11061,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,1,17,1.0
2347,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,10,1,99,0.0
13465,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,11,2,178,0.0
19838,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,>4,22,0.0
15138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,97,0.0
1244,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1,72,0.0
26739,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,157,0.0
14573,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,16,never,10,1.0
31231,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,124,0.0
19933,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,12,0.0
32952,city_176,0.764,Male,No relevent experience,no_enrollment,Graduate,STEM,5,2,36,1.0
22645,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,4,28,0.0
2638,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,>4,91,0.0
9472,city_7,0.647,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1,100,0.0
25691,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,2,21,0.0
1106,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,33,0.0
2497,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,79,0.0
31423,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,107,1.0
3067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,28,0.0
4087,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,51,0.0
8360,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,31,0.0
4023,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,85,0.0
11290,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,48,0.0
4238,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,60,1.0
23191,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,48,0.0
4668,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,19,>4,34,0.0
26597,city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,9,>4,89,1.0
14993,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,4,0.0
17522,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,1,9,1.0
5830,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1,116,1.0
17857,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Arts,4,never,51,1.0
14459,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,5,4,113,0.0
18924,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,1,1,81,0.0
26813,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,1,29,0.0
16505,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Other,7,1,62,0.0
18704,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,288,0.0
23092,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,3,1.0
29397,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,17,0.0
26064,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,2,132,0.0
3864,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,19,4,6,0.0
32368,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,>4,63,0.0
5315,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,never,94,0.0
23753,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,52,0.0
9898,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,52,0.0
28947,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,16,never,139,0.0
21116,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,1,160,0.0
13554,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,96,0.0
12683,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,Arts,<1,1,36,0.0
5394,city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,1,42,1.0
17867,city_71,0.884,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,never,7,0.0
30754,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,312,0.0
18576,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,25,0.0
10986,city_146,0.735,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,56,0.0
25067,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,>4,68,1.0
2504,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,172,0.0
12494,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,112,0.0
17749,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,10,0.0
15002,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Business Degree,2,1,78,0.0
1715,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,never,58,0.0
14463,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,3,69,1.0
29887,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,18,0.0
26678,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,>4,264,0.0
29412,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,156,0.0
14017,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1,15,0.0
10111,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,8,3,50,0.0
9060,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,14,0.0
5533,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,17,1,32,1.0
25111,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,4,60,1.0
18639,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,122,0.0
20110,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,29,0.0
23509,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1,26,0.0
19837,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,11,0.0
25873,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,1,62,0.0
24501,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,1,8,1.0
19513,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,11,2,53,1.0
10812,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,2,32,1.0
9963,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3,156,0.0
25929,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,102,0.0
20195,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,>4,136,0.0
14509,city_176,0.764,Male,Has relevent experience,Part time course,Graduate,STEM,5,>4,78,0.0
27812,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,Business Degree,4,4,39,1.0
28022,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,1,24,1.0
26480,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,110,0.0
18876,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,82,0.0
30637,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,5,2,31,0.0
6843,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,149,1.0
11067,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,2,68,1.0
13268,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,78,0.0
9774,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,4,84,0.0
33312,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,never,160,0.0
21674,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,57,1.0
11524,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,2,27,1.0
25591,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,2,44,1.0
28392,city_28,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,10,>4,48,0.0
3481,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,38,0.0
20004,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,3,84,0.0
13393,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,13,0.0
10388,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,1,40,0.0
14395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,2,26,1.0
11784,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,42,1.0
10542,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,13,1,7,0.0
10181,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,107,1.0
30681,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1,111,0.0
7455,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,128,0.0
28635,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,never,163,0.0
20586,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,1,29,1.0
3649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,>4,43,1.0
24276,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,1,216,1.0
17443,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,110,0.0
29505,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,>4,48,1.0
18137,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,>4,12,1.0
6820,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,7,0.0
8090,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,163,0.0
24339,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,23,0.0
21382,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,3,92,0.0
11727,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,1,131,1.0
32751,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,never,14,0.0
